Date,1 Mo,3 Mo,6 Mo,1 Yr,2 Yr,3 Yr,5 Yr,7 Yr,10 Yr,20 Yr,30 Yr
04/10/2023,4.56,4.95,4.95,4.61,3.97,3.72,3.49,3.45,3.39,3.73,3.61
